mean_x,std_x,min_x,max_x,mean_y,std_y,min_y,max_y,speed_mean,speed_std,acc_mean,acc_std,dom_freq,speed_energy,label,start_row,end_row
426.92,18.83808907506279,400.0,450.0,387.1,7.800640999302558,376.0,398.0,58.57960412131046,48.60226312622228,43.75,402.67659169611534,1.0,5607.53146422805,1,3475,3525
431.4,18.25705343148231,400.0,449.0,390.72,7.093771916265704,382.0,399.0,56.94089740878419,47.317905725869934,-28.125,355.87974180191827,1.5,3319.137193420374,1,3500,3550
427.68,17.521917703265245,401.0,448.0,388.96,7.0482905728978,381.0,399.0,61.575428964935185,45.9520570571571,0.0,338.020432074749,1.0,5939.8450194752995,1,3525,3575
429.44,17.46786764318988,401.0,447.0,390.1,7.34914961066925,381.0,400.0,55.21682757385832,44.73367805891663,6.25,317.0912723491455,1.0,2425.6338516256737,1,3550,3600
430.56,16.35134245253276,402.0,447.0,389.34,8.113223773568679,379.0,400.0,57.19573614713379,43.23508721614253,-3.125,331.44157196254065,1.0,5470.75808446157,1,3575,3625
427.6,15.70732313285749,402.0,446.0,387.84,7.502959416123748,379.0,399.0,70.33537765939019,47.923737849952325,-12.5,360.17573835559773,1.0,2914.980607162561,1,3600,3650
429.52,17.75526964030679,399.0,447.0,390.1,7.321885003194191,380.0,399.0,61.64467152364501,48.861380176391975,-40.625,431.66872787474426,1.5,4890.6636557471165,1,3625,3675
430.78,17.84409145907967,399.0,447.0,391.0,7.66550715869472,380.0,399.0,50.46273614181966,48.73794477695063,-18.75,357.1808015557387,0.5,5397.452439978196,1,3650,3700
431.22,15.90382343966381,405.0,447.0,389.98,7.336184294304499,381.0,399.0,49.85628144860574,42.411392338821074,-3.125,316.3667027754343,1.0,3695.545383075496,1,3675,3725
429.36,16.010946255609003,405.0,447.0,386.54,6.732636927682941,376.0,396.0,57.25212978927047,39.334382346651,6.25,336.5147656492951,1.0,3806.6555486657403,1,3700,3750
429.98,15.935482421313765,405.0,446.0,387.44,7.362499575551771,376.0,398.0,51.00549733506277,41.514325739471005,0.0,296.46353064078556,1.0,3242.2807070559224,1,3725,3775
431.66,14.659618003208678,405.0,444.0,391.56,7.422021288031988,380.0,399.0,37.799816552417305,37.281682749087366,-21.875,286.42802870005585,0.5,2836.560242286735,1,3750,3800
